,content,page_number,real_page_num,section_level_1,section_level_2,section_level_3
4366,Xp [Xq [p <-> q]].,148,130,5 The Lambda Operator,,
4367,The interpretation of these generalised lambda expressions is similar to that for expressions where the abstracted variable is an entity contained in a propositional function.,148,130,5 The Lambda Operator,,
4368,"The denotations, however, have different domains and ranges.",148,130,5 The Lambda Operator,,
4369,"For example, the expression XP [P(chester')] is of type «e,t>,t> and so denotes a function from sets (denotations of type <e,t>) to truth values.",148,130,5 The Lambda Operator,,
4370,"This function maps every set of entities onto 1 if the extension of Chester* is in the set, i.e. if [P(chester')]M&/p is 1 where s is some subset of A. Otherwise [XP [P(chester')J]M* maps s onto 0.",148,130,5 The Lambda Operator,,
4371,"In other words, the expression XP [P(chester')] denotes the set of all subsets of A of which",148,130,5 The Lambda Operator,,
4372,Chester is a member.,148,130,5 The Lambda Operator,,
4373,"A more complex example is given by the denotation of an expression that has more than one instance of lambda operator, e.g.",148,130,5 The Lambda Operator,,
4374,Xx[Xy[(like'(y))(x)]].,148,130,5 The Lambda Operator,,
4375,"This expression denotes a set of ordered pairs: the set of all pairs of entities <oc,p> such that (3 is liked by ot, or, more formally, {<(3,oc> I <a,(3> e [like ']M'8}.",148,130,5 The Lambda Operator,,
4376,More examples of informally described denotations of complex lambda expressions appear in (29) where the variables have the types given in exercise 5.8.,148,130,5 The Lambda Operator,,
4377,Generalising lambda expressions,149,131,5 The Lambda Operator,,
4378,(29) a.,149,131,5 The Lambda Operator,,
4379,b.,149,131,5 The Lambda Operator,,
4380,c.,149,131,5 The Lambda Operator,,
4381,d.,149,131,5 The Lambda Operator,,
4382,e.,149,131,5 The Lambda Operator,,
4383,f.,149,131,5 The Lambda Operator,,
4384,g.,149,131,5 The Lambda Operator,,
4385,Xx [(like'(x))(jo') & (hate'(x))(ethel')] denotes the set of all x such that Jo and Ethel hate x.,149,131,5 The Lambda Operator,,
4386,XP [P(bertie') -» P(chester')] denotes the set of all sets P such that if Jo is in P then Chester is also in P.,149,131,5 The Lambda Operator,,
4387,XR [(R(chester')Xbertie')] denotes the set of all relations R that hold between Chester and Bertie.,149,131,5 The Lambda Operator,,
4388,"Xy [Xx [give'(y)(tne-book')(x)]] denotes the set of all ordered pairs <x,y> such that x gives the book to y.",149,131,5 The Lambda Operator,,
4389,"XP [Xx [P(x)]] denotes the set of ordered pairs of entities and sets <x,P> such that x is in the set P.",149,131,5 The Lambda Operator,,
4390,"A,R[A,x [(R(x))(chester')]] denotes the set of ordered pairs of entities and sets of ordered pairs <x,R> such that Chester stands in the relation R to x.",149,131,5 The Lambda Operator,,
4391,"XP [XQ [Q(ethel') & P(ethel')]] denotes the set of ordered pairs of sets of entities <Q,P> such that Ethel is a member of both sets.",149,131,5 The Lambda Operator,,
4392,Exercise 5.9:,149,131,5 The Lambda Operator,,
4393,Give informal descriptions of the denotations of the lambda expressions given in exercise 5.8 along the lines of those in (29).,149,131,5 The Lambda Operator,,
4394,The formal definition for the denotations of generalised lambda expressions is very similar to that given in (22) for simple lambda expressions involving only individual variables and propositional functions.,149,131,5 The Lambda Operator,,
4395,"Any lambda expression Xu [(()] denotes a function from the denotations of the type of the abstracted variable, u, to denotations of the type of the expression that is abstracted over, i.e. <|).",149,131,5 The Lambda Operator,,
4396,"The actual function denoted by Xu [(()] is one that when applied to any object in the domain of the function (i.e. of the type of the abstracted variable) yields a semantic object that is identical to the interpretation of the expression abstracted upon, (|), with respect to a variable assignment where the abstracted variable, u, is associated with the object denoted by the argument.",149,131,5 The Lambda Operator,,
4397,"The formal definition is given in (30), which forms part of the model theory interpreting L ^ .",149,131,5 The Lambda Operator,,
4398,"If u is a variable of type a and (() an expression of type b containing a free instance of u, then [Xu [(|>]]M«8 is that function h from Da into Db such that for all elements a in Da, h(a) is [(j>]M-»l/u.",149,131,5 The Lambda Operator,,
4399,"To make this definition clearer, consider the interpretation of the expression",149,131,5 The Lambda Operator,,
4400,Xx[Xy[(like'(y))(x)]].,149,131,5 The Lambda Operator,,
4401,"Informally, as we have seen, this denotes the set of ordered pairs of entities such that the first is liked by the second.",149,131,5 The Lambda Operator,,
4402,"Formally, it denotes a function from entities to characteristic functions where each member of the set of entities, A, is mapped onto the characteristic function obtained from the extension of Xy [(Hkef(y))(x)] wherex is associated with the relevant element in A. For example, if the function [Xx [Xy [(like'(y))(x)]]]M2s is applied to the entity DOG, then the result is [Xy [(likeXy))00]]M2'8DOG*. which denotes the set of entities that the dog likes.",149,131,5 The Lambda Operator,,
4403,Since the latter is truth-conditionally equivalent to the expression,149,131,5 The Lambda Operator,,
4404,"Xy[(like'(y))(chester')], we get the effects of lambda conversion.",149,131,5 The Lambda Operator,,
4405,"Hence, it again follows from the definition of the interpretation of lambda expressions in (30) that",149,131,5 The Lambda Operator,,
4406,5 The lambda operator lambda conversion holds and Xx [Xy [(like'(y))(x)]](chester') is equivalent to,150,132,5 The Lambda Operator,,
4407,Xy[(like'(y))(chester')].,150,132,5 The Lambda Operator,,
4408,"Thus, the generalised version of the definition of lambda conversion in (17) given below is valid for all lambda expressions whatever the type of the variable abstracted upon and whatever the type of the expression abstracted over.",150,132,5 The Lambda Operator,,
4409,(But see Chapter 10 for some environments in which it is not valid.),150,132,5 The Lambda Operator,,
4410,[XU [<|>](a)]M 8 = [(|>]M.g[a]M/x,150,132,5 The Lambda Operator,,
4411,"To complete the example of generalised lambda abstraction, let us work through the construction of the function denoted by Xx [Xy [(like '(y))(x)]] in M2.",150,132,5 The Lambda Operator,,
4412,"To do this, it is necessary to construct the denotation of the lambda expression Xy [(like y(y))(x)] for all values of x.",150,132,5 The Lambda Operator,,
4413,"In M2, the extension of like' is the function in (19) above.",150,132,5 The Lambda Operator,,
4414,"We begin constructing the function [Xx [Xy[(like'(y))(x)]J]M2* by taking an arbitrary member of the set of entities, A, say MAN^ and working out the value of",150,132,5 The Lambda Operator,,
4415,[Xy[(like'(y))(x)]]M2*MAt*]/x.,150,132,5 The Lambda Operator,,
4416,"The latter is, of course, the characteristic function that picks out the set of things Jo liked, i.e. himself, Bertie, Fiona and Ethel.",150,132,5 The Lambda Operator,,
4417,This function can be laboriously constructed by working out the value of [(like'(y))(x)]M2*'a * for all members a of A where g' isg MAN1/ \ Working out the values of (like'(y))(x) with respect to M2 and the variable assignment function noted above (which may also be written as gM^m**) yields the function in (32).,150,132,5 The Lambda Operator,,
4418,[Xy [(like'(y))(x)]]M2-*MAN1/x,150,132,5 The Lambda Operator,,
4419,MAN 2,150,132,5 The Lambda Operator,,
4420,WOMAN!,150,132,5 The Lambda Operator,,
4421,MANt,150,132,5 The Lambda Operator,,
4422,WOMAN^,150,132,5 The Lambda Operator,,
4423,"Next we take another member of A, say DOG, and compute the value of",150,132,5 The Lambda Operator,,
4424,"[Xy[(liket(y))(x)]YA^yoGtx, the set of things that the dog liked.",150,132,5 The Lambda Operator,,
4425,This gives another part of the extension of X x [X y [(like '(y))(x)]].,150,132,5 The Lambda Operator,,
4426,"Stepping through this procedure for the remaining members of A we get the function in (33) which reverses the relations between the entities in the diagram in (19), as can be checked by interpreting the function in (33) in terms of sets of ordered pairs.",150,132,5 The Lambda Operator,,
4427,Generalising lambda expressions,151,133,5 The Lambda Operator,,
4428,MAN 2,151,133,5 The Lambda Operator,,
4429,WOMANX,151,133,5 The Lambda Operator,,
4430,WOMAN 2,151,133,5 The Lambda Operator,,
4431,CAT,151,133,5 The Lambda Operator,,
4432,DOG,151,133,5 The Lambda Operator,,
4433,CAKE,151,133,5 The Lambda Operator,,
4434,BOOK,151,133,5 The Lambda Operator,,
4435,MAN,151,133,5 The Lambda Operator,,
4436,WOMAN,151,133,5 The Lambda Operator,,
4437,WOMAN 2,151,133,5 The Lambda Operator,,
4438,MAN,151,133,5 The Lambda Operator,,
4439,WOMAN 2,151,133,5 The Lambda Operator,,
4440,CAT,151,133,5 The Lambda Operator,,
4441,DOG,151,133,5 The Lambda Operator,,
4442,CAKE,151,133,5 The Lambda Operator,,
4443,BOOK,151,133,5 The Lambda Operator,,
4444,CAT,151,133,5 The Lambda Operator,,
4445,DOG,151,133,5 The Lambda Operator,,
4446,CAKE,151,133,5 The Lambda Operator,,
4447,BOOK,151,133,5 The Lambda Operator,,
4448,MAN,151,133,5 The Lambda Operator,,
4449,MAN,151,133,5 The Lambda Operator,,
4450,WOMAN,151,133,5 The Lambda Operator,,
4451,WOMAN 2,151,133,5 The Lambda Operator,,
4452,CAT,151,133,5 The Lambda Operator,,
4453,DOG,151,133,5 The Lambda Operator,,
4454,CAKE,151,133,5 The Lambda Operator,,
4455,BOOK,151,133,5 The Lambda Operator,,
4456,MAN 2,151,133,5 The Lambda Operator,,
4457,WOMANX,151,133,5 The Lambda Operator,,
4458,WOMAN2,151,133,5 The Lambda Operator,,
4459,CAT,151,133,5 The Lambda Operator,,
4460,DOG,151,133,5 The Lambda Operator,,
4461,CAKE,151,133,5 The Lambda Operator,,
4462,BOOK,151,133,5 The Lambda Operator,,
4463,5 The lambda operator,152,134,5 The Lambda Operator,,
4464,[Xy [(like'(y))(x)]]M2'81**5'*,152,134,5 The Lambda Operator,,
4465,DOG,152,134,5 The Lambda Operator,,
4466,"To further illustrate the formal interpretation of generalised lambda expressions, let us take a look at a second example expression, one that abstracts on a variable over one-place predicates, e.g. XP [P(ethel')].",152,134,5 The Lambda Operator,,
4467,"As mentioned above, this expression denotes the set of all sets of which Ethel is a member.",152,134,5 The Lambda Operator,,
4468,"In functional terms, this is construed as a function from characteristic functions to truth values, where each characteristic function, k, in the domain is mapped onto 1 if (and only if) WOMAN!",152,134,5 The Lambda Operator,,
4469,"(the extension of [ethel']m*) is mapped onto 1 in k itself, i.e. if [P(ethel')]M2^k/p is true.",152,134,5 The Lambda Operator,,
4470,"For example, in M2 (assuming the denotations in M! are carried over into M2) the sets that contain Ethel include the sets denoted by the expressions happy' and laugh' but not the sets denoted by run' or XK [(like'(x))(bertie')].",152,134,5 The Lambda Operator,,
4471,"Hence, the function in (35) forms part of [XP [P(etheV)]]U2*.",152,134,5 The Lambda Operator,,
4472,"The domain of the functions that expressions like XP [P(ethel')] denote include, not only the extensions of simple one-place predicates specified by the denotation function of a particular model, but all the characteristic functions denoted by some expression in the logical language.",152,134,5 The Lambda Operator,,
4473,"This includes the sets of entities liked by Jo, those given the book by the man, those that were loathed by the cake and more abstruse sets like the set of all entities that were eaten by the dog and did not poison it.",152,134,5 The Lambda Operator,,
4474,"(35) thus only represents a part of the function denoted by AP [P(ethel')] in M2, but gives enough information to show what this function looks like.",152,134,5 The Lambda Operator,,
4475,Exercise 5.10:,152,134,5 The Lambda Operator,,
4476,Give the formal definitions of the denotations of the following lambda expressions in M2 and represent these in the way shown in the examples in (33) and (35): i.,152,134,5 The Lambda Operator,,
4477,Xp [p <-»rain'].,152,134,5 The Lambda Operator,,
4478,ii.,152,134,5 The Lambda Operator,,
4479,Xz [Xy [Ax [give'(x)(y)(z)]]].,152,134,5 The Lambda Operator,,
4480,iii.,152,134,5 The Lambda Operator,,
4481,XP [slowly'(P)].,152,134,5 The Lambda Operator,,
4482,Generalising lambda expressions,153,135,5 The Lambda Operator,,
4483,[AP [P(ethel'))]]M2*,153,135,5 The Lambda Operator,,
4484,[ happy']M2'8,153,135,5 The Lambda Operator,,
4485,MAN2 _,153,135,5 The Lambda Operator,,
4486,T,153,135,5 The Lambda Operator,,
4487,"WOMANj ~ "" ^ 5 ^",153,135,5 The Lambda Operator,,
4488,WOMAN2 * ^,153,135,5 The Lambda Operator,,
4489,CAT - ^ ^,153,135,5 The Lambda Operator,,
4490,DOG — ^ ^ ^ ^\,153,135,5 The Lambda Operator,,
4491,CAKE,153,135,5 The Lambda Operator,,
4492,T^^r,153,135,5 The Lambda Operator,,
4493,BOOK - ^,153,135,5 The Lambda Operator,,
4494,[ laugh' ] M2 '§,153,135,5 The Lambda Operator,,
4495,MAN,153,135,5 The Lambda Operator,,
4496,MAN2,153,135,5 The Lambda Operator,,
4497,WOMANX ^ ^,153,135,5 The Lambda Operator,,
4498,WOMAN2 ^,153,135,5 The Lambda Operator,,
4499,CAT ^ ^ ^ ^ V,153,135,5 The Lambda Operator,,
4500,"DOG "" ~ ^ ^",153,135,5 The Lambda Operator,,
4501,CAKE,153,135,5 The Lambda Operator,,
4502,"BOOK —""",153,135,5 The Lambda Operator,,
4503,^^ i,153,135,5 The Lambda Operator,,
4504,T,153,135,5 The Lambda Operator,,
4505,Z a* o,153,135,5 The Lambda Operator,,
4506,MANj v,153,135,5 The Lambda Operator,,
4507,MAN2,153,135,5 The Lambda Operator,,
4508,WOMANj v \ \ >,153,135,5 The Lambda Operator,,
4509,WOMAN 2 >X<^A,153,135,5 The Lambda Operator,,
4510,CAT,153,135,5 The Lambda Operator,,
4511,ONV\,153,135,5 The Lambda Operator,,
4512,DOG,153,135,5 The Lambda Operator,,
4513,LAKE,153,135,5 The Lambda Operator,,
4514,BOOK,153,135,5 The Lambda Operator,,
4515,—W 0,153,135,5 The Lambda Operator,,
4516,[\x[like'(x)(bertie')]]]*,153,135,5 The Lambda Operator,,
4517,MANj,153,135,5 The Lambda Operator,,
4518,MAN2 v,153,135,5 The Lambda Operator,,
4519,A,153,135,5 The Lambda Operator,,
4520,WOMANj \ \ \,153,135,5 The Lambda Operator,,
4521,WOMAN2 \ V \ V,153,135,5 The Lambda Operator,,
4522,CAT - ^ ^ ^ s > ^,153,135,5 The Lambda Operator,,
4523,DOG ^ ^ ^ ^ ^,153,135,5 The Lambda Operator,,
4524,CAKE ~ ^ ^ ^ ^ ^= ^ 0,153,135,5 The Lambda Operator,,
4525,BOOK ~-~~^,153,135,5 The Lambda Operator,,
4526,5 The lambda operator,154,136,5 The Lambda Operator,,
4527,Reviewing co-ordination,154,136,5 The Lambda Operator,,
4528,"So far, G2 contains no means of generating compound sentences.",154,136,5 The Lambda Operator,,
4529,This section will remedy the fault and show how lambda abstraction and an interpretation of propositional connectives in terms of functions can provide a more adequate account of English co-ordinate structures.,154,136,5 The Lambda Operator,,
4530,The syntactic analysis of co-ordinate sentences in,154,136,5 The Lambda Operator,,
4531,Chapter 3 is not the best that can be made.,154,136,5 The Lambda Operator,,
4532,"First of all, there is some evidence that a conjunction like and in English and the clause that follows it form a single binary constituent, rather than that they both combine with the preceding clause to give a flat ternary branching structure.",154,136,5 The Lambda Operator,,
4533,"Secondly, and more importantly, there are a number of constructions not handled in G^ in particular conditional sentences where the antecedent follows the consequent, e.g. Ethel sang, if Chester howled and non-sentential co-ordination, e.g. Bertie and Fiona loathed Chester.",154,136,5 The Lambda Operator,,
4534,"It is not my intention to discuss the syntax of co-ordination in great detail, but a set of rules is presented below that remedy the above inadequacies.",154,136,5 The Lambda Operator,,
4535,This analysis is a simplified version of the GPSG account presented in Weisler et al. (1986) and Gazdar et al.,154,136,5 The Lambda Operator,,
4536,"(1985), one of the better analyses of constituent co-ordination in the generative literature.",154,136,5 The Lambda Operator,,
4537,"In keeping with the spirit of the rest of the book, I will ignore the alternatives to this account that may be proposed.",154,136,5 The Lambda Operator,,
4538,Sentential co-ordination,154,136,5 The Lambda Operator,,
4539,We begin with a revision of sentential co-ordination.,154,136,5 The Lambda Operator,,
4540,Syntactically the new analysis involves a rule that expands S as two sentential nodes one of which is marked with a syntactic feature of co-ordination.,154,136,5 The Lambda Operator,,
4541,"Another rule then realises this category, S[CONJ], as a conjunction plus an ordinary sentence.",154,136,5 The Lambda Operator,,
4542,The new rules are given in (36) and a sample phrase structure tree generated by them appears in (37):,154,136,5 The Lambda Operator,,
4543,(36) a.,154,136,5 The Lambda Operator,,
4544,b.,154,136,5 The Lambda Operator,,
4545,c.,154,136,5 The Lambda Operator,,
4546,18G 2 :S-»S S[CONJ].,154,136,5 The Lambda Operator,,
4547,19G2: S[CONJ] -> CONJ S.,154,136,5 The Lambda Operator,,
4548,"CONJ -» {and, or, if and only if, if}.",154,136,5 The Lambda Operator,,
4549,The dog ate the cake,154,136,5 The Lambda Operator,,
4550,136 or,154,136,5 The Lambda Operator,,
4551,Ethel didn't laugh,154,136,5 The Lambda Operator,,
4552,Reviewing co-ordination,155,137,5 The Lambda Operator,,
4553,"The interpretation of the logical connectives presented in Chapter 3 is, as we will see in Chapter 7, broadly adequate as an account of the semantics of the basic",155,137,5 The Lambda Operator,,
4554,English conjunctions.,155,137,5 The Lambda Operator,,
4555,"In view of this, the truth-conditional interpretation of the connectives is maintained in the new grammar, as, for the sake of convenience, is the logical syntax of compound formulae familiar from LP.",155,137,5 The Lambda Operator,,
4556,"Strictly speaking, in L ^ the logical connectives which take two formulae to yield a formula have the type",155,137,5 The Lambda Operator,,
4557,"<t,<t,t», denoting functions from truth values to functions from truth values to truth values.",155,137,5 The Lambda Operator,,
4558,"If the connectives are treated as having this type, then by the usual rule of functional application we should get expressions like (&(p)) of type <t,t> and",155,137,5 The Lambda Operator,,
4559,"(&(p))(q) of type t, where/? and q are variables of type t.",155,137,5 The Lambda Operator,,
4560,"However, this notation is not as perspicuous as the infix notation used in L P and, for the sake of clarity, we import into Ltype the syntactic rule for generating complex formulae from L P repeated in (38).",155,137,5 The Lambda Operator,,
4561,(38) a.,155,137,5 The Lambda Operator,,
4562,b.,155,137,5 The Lambda Operator,,
4563,t -> t Op 2 1.,155,137,5 The Lambda Operator,,
4564,"O P 2 e {&,v ,->,<-> }.",155,137,5 The Lambda Operator,,
4565,"This decision, however, poses a problem for the syntactic analysis proposed above, because the new co-ordination rules introduce the conjunctions as combining with only one of the two co-ordinated clauses.",155,137,5 The Lambda Operator,,
4566,"According to the construction rule in (38), however, these connectives require two formulae at a time to make a formula, not one.",155,137,5 The Lambda Operator,,
4567,"There is thus no simple translation of rule 19G2 in (36.b), since expressions like",155,137,5 The Lambda Operator,,
4568,(& S') are not well-formed in LP.,155,137,5 The Lambda Operator,,
4569,"It is possible, however, to use lambda abstraction to help out here, so that instead of translating and simply as &, or as v , if as —> and if, and only if as <-» , we can translate them as complex lambda expressions that combine with one formula at a time.",155,137,5 The Lambda Operator,,
4570,"In order to obtain appropriate translations of the conjunctions, we first replace each of the formulae that they combine with by a different propositional variable, to get p & qy p <-> qy p v qy and p -> q.",155,137,5 The Lambda Operator,,
4571,"These propositional functions are turned into expressions of the correct type (i.e. <t,<t,t») by using the lambda operator to bind the variables.",155,137,5 The Lambda Operator,,
4572,This provides the revised translations of the connectives shown in (39).,155,137,5 The Lambda Operator,,
4573,(39) a.,155,137,5 The Lambda Operator,,
4574,b.,155,137,5 The Lambda Operator,,
4575,c.,155,137,5 The Lambda Operator,,
4576,d.,155,137,5 The Lambda Operator,,
4577,and => Xp [Aq [p & q]].,155,137,5 The Lambda Operator,,
4578,or => Xp [Xq [p v q]].,155,137,5 The Lambda Operator,,
4579,if =»A.p[Aq[p-»q]].,155,137,5 The Lambda Operator,,
4580,"if, and only if => Xp [Xq [p <-> q]].",155,137,5 The Lambda Operator,,
4581,Adopting these translations allows the translation of rule 19G2 to combine the translations of the conjunction and the clause it combines with simply by functional application.,155,137,5 The Lambda Operator,,
4582,"The translation rule in (4O.a) thus induces translations like Xp [Xq [p v q]](laugh '(ethel')) for the phrase or Ethel laughed, and Xp [Xq [p —> q]](rain') for If it rained, expressions which can be reduced by ^-conversion to",155,137,5 The Lambda Operator,,
4583,"Xq[laugh '(ethel') v q] and X q[rain' —» q], respectively.",155,137,5 The Lambda Operator,,
4584,"It follows from this that the type of S[CONJ] must be <t,t> and so the translation of rule 18G2 results directly from the application of the translation of the sentence containing the co-ordinating morpheme to that of the higher sentence, yielding a full formula.",155,137,5 The Lambda Operator,,
4585,The translation rules and appropriate type assignment appear in (40) and give rise to the translation tree in,155,137,5 The Lambda Operator,,
4586,(41) which parallels the syntactic analysis in (37).,155,137,5 The Lambda Operator,,
4587,The translation of the topmost sentence node in (41) can be simplified by lambda conversion to the expression in,155,137,5 The Lambda Operator,,
4588,5 The lambda operator,156,138,5 The Lambda Operator,,
4589,"(42.c), the latter being identical to the LP translation of the same sentence.",156,138,5 The Lambda Operator,,
4590,The fact that the order of the formulae is permuted in these examples from the order found in previous chapters is semantically insignificant because of the commutativity of v and,156,138,5 The Lambda Operator,,
4591,"&, as discussed in Chapter 3.",156,138,5 The Lambda Operator,,
4592,(40) a.,156,138,5 The Lambda Operator,,
4593,b.,156,138,5 The Lambda Operator,,
4594,c.,156,138,5 The Lambda Operator,,
4595,T19G2: CONJ'(S').,156,138,5 The Lambda Operator,,
4596,TYPE(S[CONJ]) =,156,138,5 The Lambda Operator,,
4597,T18G2: S[CONJ]'(S').,156,138,5 The Lambda Operator,,
4598,(Xp [Xq [p V q]]~(laugh'(ether)))((eat'(the-cake'))(the-dog>)),156,138,5 The Lambda Operator,,
4599,(eat' (the-cake' ))(the-dog')),156,138,5 The Lambda Operator,,
4600,Xp[Xq[pVq]],156,138,5 The Lambda Operator,,
4601,(42) a.,156,138,5 The Lambda Operator,,
4602,b.,156,138,5 The Lambda Operator,,
4603,c.,156,138,5 The Lambda Operator,,
4604,Xp [Xq [p V q]]~(laugh'(ethel')),156,138,5 The Lambda Operator,,
4605,-(laugh '(ethel')),156,138,5 The Lambda Operator,,
4606,(Xp [Xq [p v q]]~(laugh'(ether)))((eat'(the-cake'))(the-dog')).,156,138,5 The Lambda Operator,,
4607,» Xq [-(laugh'(ethel')) v q]((eat'(the-cake'))(the-dog')).,156,138,5 The Lambda Operator,,
4608,» [-(laugh'(ethel')) v (eat'(the-cake')Xthe-dog')].,156,138,5 The Lambda Operator,,
4609,A further example of this approach is shown in the analysis tree of the sentence,156,138,5 The Lambda Operator,,
4610,It rained if it didn 't snow in (45).,156,138,5 The Lambda Operator,,
4611,"This tree assumes a negative counterpart of the rule introducing impersonal verbs, i.e. S —> it didn't V0[-FIN] which translates as ~(V0)",156,138,5 The Lambda Operator,,
4612,(call this rule 9'G2).,156,138,5 The Lambda Operator,,
4613,"Again although the translation of the topmost sentence node looks complicated, it reduces to the more familiar logical expression in (43.c).",156,138,5 The Lambda Operator,,
4614,(43) a.,156,138,5 The Lambda Operator,,
4615,b.,156,138,5 The Lambda Operator,,
4616,c.,156,138,5 The Lambda Operator,,
4617,(Xp [Xq [p -> q]](-snow'))(rain').,156,138,5 The Lambda Operator,,
4618,» Xq [-snow' —> q](rain').,156,138,5 The Lambda Operator,,
4619,» -snow' -»rain'.,156,138,5 The Lambda Operator,,
4620,The grammar does not yet contain a rule for generating sentences containing if...then.,156,138,5 The Lambda Operator,,
4621,"For the sake of completeness, this is remedied by the rules in (44), which specifically mention the appropriate morphemes.",156,138,5 The Lambda Operator,,
4622,A more elegant solution could be proposed but this is sufficient for our purposes.,156,138,5 The Lambda Operator,,
4623,(44) a.,156,138,5 The Lambda Operator,,
4624,b.,156,138,5 The Lambda Operator,,
4625,c.,156,138,5 The Lambda Operator,,
4626,"20G,: S -> S[if] S[then].",156,138,5 The Lambda Operator,,
4627,21G 2 :S[if]-»ifS.,156,138,5 The Lambda Operator,,
4628,22G2: S[then] -> then S.,156,138,5 The Lambda Operator,,
4629,Reviewing co-ordination,157,139,5 The Lambda Operator,,
4630,(Xp [Xq [p -> q]](~snow'))(rain'),157,139,5 The Lambda Operator,,
4631,S[CONJ],157,139,5 The Lambda Operator,,
4632,Xp [Iq [p -> q]](~snow'),157,139,5 The Lambda Operator,,
4633,VQ[+FIN] rain',157,139,5 The Lambda Operator,,
4634,CONJ,157,139,5 The Lambda Operator,,
4635,^P \ rained if,157,139,5 The Lambda Operator,,
4636,It didn't,157,139,5 The Lambda Operator,,
4637,VQ[-FIN] snow snow,157,139,5 The Lambda Operator,,
4638,"Assuming that the sentences generated by these rules are truth-conditionally equivalent to those generated by rules 17G2 and 18G2, where CONJ rewrites as //, we get the translation rules in (46).",157,139,5 The Lambda Operator,,
4639,(46) a.,157,139,5 The Lambda Operator,,
4640,b.,157,139,5 The Lambda Operator,,
4641,c.,157,139,5 The Lambda Operator,,
4642,T20G2: S[if]'(S[then]').,157,139,5 The Lambda Operator,,
4643,T21G2: if (S').,157,139,5 The Lambda Operator,,
4644,T22G2: then'(S').,157,139,5 The Lambda Operator,,
4645,"The translation rule for 22G2 assumes that the expression then is also translated and so interpreted, just as if it were an ordinary conjunction morpheme.",157,139,5 The Lambda Operator,,
4646,"Unlike the others, however, the word then does not add any semantic information to the sentence.",157,139,5 The Lambda Operator,,
4647,"It should, therefore, be given a translation (and interpretation) that reflects this.",157,139,5 The Lambda Operator,,
4648,"According to the translation rules in (46), then' combines with a formula to yield an expression that forms an argument to if(S').",157,139,5 The Lambda Operator,,
4649,"The latter, as we have already seen, is an expression of type <t,t> and so S[then] must be a formula and then' must therefore be an expression of type <t,t>, as well.",157,139,5 The Lambda Operator,,
4650,Expressions of this type denote functions from truth values to truth values.,157,139,5 The Lambda Operator,,
4651,One of the four possible functions of this sort is the one that maps falsity onto falsity and truth onto truth as shown in (47).,157,139,5 The Lambda Operator,,
4652,"This function, which is called the identity function over truth values because it maps a truth value onto itself, is denoted by a lambda expression of type <t,t> that applies to a formula to give an expression that is truth-conditionally equivalent to the argument formula.",157,139,5 The Lambda Operator,,
4653,This expression is Xp [p] which applies to a formula like crazy'(etheV) to give,157,139,5 The Lambda Operator,,
4654,5 The lambda operator,158,140,5 The Lambda Operator,,
4655,"Xp[p](crazy'(ethel')), an expression that ^-converts into crazy'(etheU).",158,140,5 The Lambda Operator,,
4656,"This truth-conditionally empty expression, which denotes the function represented in (47), thus provides an appropriate translation of the meaningless element then.",158,140,5 The Lambda Operator,,
4657,[Xp [p]]M*,158,140,5 The Lambda Operator,,
4658,"As an example of the way the rules and translations in (44) and (46) work, the derivation of the sentence If it didn't snow, then it rained is given in (48).",158,140,5 The Lambda Operator,,
4659,"The translation, as can be seen from the lambda conversion equivalents, turns out to be truth-conditionally synonymous with It rained, if it didn't snow, as desired.",158,140,5 The Lambda Operator,,
4660,(48) a.,158,140,5 The Lambda Operator,,
4661,b.,158,140,5 The Lambda Operator,,
4662,c.,158,140,5 The Lambda Operator,,
4663,d.,158,140,5 The Lambda Operator,,
4664,e.,158,140,5 The Lambda Operator,,
4665,f.,158,140,5 The Lambda Operator,,
4666,g.,158,140,5 The Lambda Operator,,
4667,h.,158,140,5 The Lambda Operator,,
4668,i.,158,140,5 The Lambda Operator,,
4669,j.,158,140,5 The Lambda Operator,,
4670,S,158,140,5 The Lambda Operator,,
4671,=>S\,158,140,5 The Lambda Operator,,
4672,S[if] S[then],158,140,5 The Lambda Operator,,
4673,=> S[if]'(S[then]').,158,140,5 The Lambda Operator,,
4674,ifSS[then],158,140,5 The Lambda Operator,,
4675,=> (Ap [Xq [p -> q]](S'))(S[then]').,158,140,5 The Lambda Operator,,
4676,if S then S if it didn't V0[-FIN] then S,158,140,5 The Lambda Operator,,
4677,=> (Ap [Xq [p -> q]](~V0'))(Xr [r](S')).,158,140,5 The Lambda Operator,,
4678,if it didn't V0[-FIN] then it V0[+FIN],158,140,5 The Lambda Operator,,
4679,=» (Ap [Xq [p -> q]](~V0'))(Xr [r](V0')).,158,140,5 The Lambda Operator,,
4680,if it didn't snow then it rained,158,140,5 The Lambda Operator,,
4681,=> (Ap [Xq [p -> q]](~snow'))(Xr [r](rain')),158,140,5 The Lambda Operator,,
4682,"» Xq [(-snow') —> q](A,r [r](rain'))",158,140,5 The Lambda Operator,,
4683,» [(-snow') -> (Xr [r](rain'))],158,140,5 The Lambda Operator,,
4684,» [(-snow') -» (rain')].,158,140,5 The Lambda Operator,,
4685,20G2,158,140,5 The Lambda Operator,,
4686,"21G,",158,140,5 The Lambda Operator,,
4687,"22G,",158,140,5 The Lambda Operator,,
4688,9'G2,158,140,5 The Lambda Operator,,
4689,"9'G,",158,140,5 The Lambda Operator,,
4690,Lex,158,140,5 The Lambda Operator,,
